"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Woodville CDP","Sub-County Place","2012","Annual","N","Final","1000","900","100","14.6"
"Wrightwood CDP","Sub-County Place","2012","Annual","N","Final","2100","2000","200","7.2"
"Yorba Linda city","Sub-County Place","2012","Annual","N","Final","33800","31400","2400","7.1"
"Yosemite Lakes CDP","Sub-County Place","2012","Annual","N","Final","2100","1800","200","11.7"
"Yosemite Valley CDP","Sub-County Place","2012","Annual","N","Final","700","700","0","0"
"Yountville town","Sub-County Place","2012","Annual","N","Final","1200","1100","100","8.5"
"Yreka city","Sub-County Place","2012","Annual","N","Final","2910","2280","630","21.5"
"Yuba City city","Sub-County Place","2012","Annual","N","Final","31700","25900","5700","18.2"
"Yucaipa city","Sub-County Place","2012","Annual","N","Final","23900","21100","2800","11.8"
"Yucca Valley town","Sub-County Place","2012","Annual","N","Final","7800","6700","1100","14.4"
"California","State","2013","Annual","N","Final","18565400","16887900","1677500","9"
"Alameda County","County","2013","Annual","N","Final","799800","741200","58600","7.3"
"Alpine County","County","2013","Annual","N","Final","520","470","50","9.8"
"Amador County","County","2013","Annual","N","Final","14400","12900","1500","10.4"
"Butte County","County","2013","Annual","N","Final","101400","90800","10600","10.4"
"Calaveras County","County","2013","Annual","N","Final","20190","18160","2030","10.1"
"Colusa County","County","2013","Annual","N","Final","11270","9110","2150","19.1"
"Contra Costa County","County","2013","Annual","N","Final","536000","495300","40700","7.6"
"Del Norte County","County","2013","Annual","N","Final","10300","9060","1230","12"
"El Dorado County","County","2013","Annual","N","Final","88300","80700","7600","8.6"
"Fresno County","County","2013","Annual","N","Final","436600","378000","58600","13.4"
"Glenn County","County","2013","Annual","N","Final","12950","11360","1590","12.2"
"Humboldt County","County","2013","Annual","N","Final","62800","57700","5200","8.2"
"Imperial County","County","2013","Annual","N","Final","78200","58400","19800","25.3"
"Inyo County","County","2013","Annual","N","Final","9360","8610","740","7.9"
"Kern County","County","2013","Annual","N","Final","392200","345600","46600","11.9"
"Kings County","County","2013","Annual","N","Final","58000","50100","7900","13.6"
"Lake County","County","2013","Annual","N","Final","29160","25940","3220","11"
"Lassen County","County","2013","Annual","N","Final","10970","9790","1180","10.7"
"Los Angeles County","County","2013","Annual","N","Final","4955800","4471400","484400","9.8"
"Madera County","County","2013","Annual","N","Final","62100","54200","7900","12.7"
"Marin County","County","2013","Annual","N","Final","137800","130600","7200","5.2"
"Mariposa County","County","2013","Annual","N","Final","8200","7330","870","10.6"
"Mendocino County","County","2013","Annual","N","Final","40690","37250","3440","8.5"
"Merced County","County","2013","Annual","N","Final","114300","97500","16800","14.7"
"Modoc County","County","2013","Annual","N","Final","3490","3060","430","12.4"
"Mono County","County","2013","Annual","N","Final","8340","7620","720","8.6"
"Monterey County","County","2013","Annual","N","Final","215700","193200","22500","10.4"
"Napa County","County","2013","Annual","N","Final","72500","67400","5100","7"
"Nevada County","County","2013","Annual","N","Final","47990","44060","3940","8.2"
"Orange County","County","2013","Annual","N","Final","1559500","1455300","104200","6.7"
"Placer County","County","2013","Annual","N","Final","175200","161500","13700","7.8"
"Plumas County","County","2013","Annual","N","Final","8230","7080","1150","14"
"Riverside County","County","2013","Annual","N","Final","993000","893500","99600","10"
"Sacramento County","County","2013","Annual","N","Final","677800","616900","60900","9"
"San Benito County","County","2013","Annual","N","Final","28800","25600","3200","11.2"
"San Bernardino County","County","2013","Annual","N","Final","893600","805200","88400","9.9"
"San Diego County","County","2013","Annual","N","Final","1537600","1415600","122000","7.9"
"San Francisco County","County","2013","Annual","N","Final","514200","485800","28400","5.5"
"San Joaquin County","County","2013","Annual","N","Final","312100","273300","38900","12.5"
"San Luis Obispo County","County","2013","Annual","N","Final","137700","128200","9500","6.9"
"San Mateo County","County","2013","Annual","N","Final","416400","394200","22200","5.3"
"Santa Barbara County","County","2013","Annual","N","Final","216500","200700","15800","7.3"
"Santa Clara County","County","2013","Annual","N","Final","968200","904700","63400","6.6"
"Santa Cruz County","County","2013","Annual","N","Final","141600","126900","14700","10.4"
"Shasta County","County","2013","Annual","N","Final","75000","66100","9000","12"
"Sierra County","County","2013","Annual","N","Final","1450","1260","190","12.9"
"Siskiyou County","County","2013","Annual","N","Final","18240","15810","2430","13.3"
"Solano County","County","2013","Annual","N","Final","202300","183800","18600","9.2"
"Sonoma County","County","2013","Annual","N","Final","249000","231100","17900","7.2"
"Stanislaus County","County","2013","Annual","N","Final","240300","208800","31500","13.1"
"Sutter County","County","2013","Annual","N","Final","44700","38100","6600","14.8"
"Tehama County","County","2013","Annual","N","Final","25010","22070","2940","11.8"
"Trinity County","County","2013","Annual","N","Final","5180","4550","630","12.1"
"Tulare County","County","2013","Annual","N","Final","200500","171300","29100","14.5"
"Tuolumne County","County","2013","Annual","N","Final","21680","19310","2360","10.9"
"Ventura County","County","2013","Annual","N","Final","432300","397900","34500","8"
"Yolo County","County","2013","Annual","N","Final","101500","92200","9300","9.1"
"Yuba County","County","2013","Annual","N","Final","28200","24400","3800","13.3"
"Anaheim-Santa Ana-Irvine MD","Metropolitan Area","2013","Annual","N","Final","1559500","1455300","104200","6.7"
"Bakersfield MSA","Metropolitan Area","2013","Annual","N","Final","392200","345600","46600","11.9"
"Chico MSA","Metropolitan Area","2013","Annual","N","Final","101400","90800","10600","10.4"
"El Centro MSA","Metropolitan Area","2013","Annual","N","Final","78200","58400","19800","25.3"
"Fresno MSA","Metropolitan Area","2013","Annual","N","Final","436600","378000","58600","13.4"
"Hanford-Corcoran MSA","Metropolitan Area","2013","Annual","N","Final","58000","50100","7900","13.6"
"Los Angeles-Long Beach-Glendale MD","Metropolitan Area","2013","Annual","N","Final","4955800","4471400","484400","9.8"
"Madera MSA","Metropolitan Area","2013","Annual","N","Final","62100","54200","7900","12.7"
"Merced MSA","Metropolitan Area","2013","Annual","N","Final","114300","97500","16800","14.7"
"Modesto MSA","Metropolitan Area","2013","Annual","N","Final","240300","208800","31500","13.1"
"Napa MSA","Metropolitan Area","2013","Annual","N","Final","72500","67400","5100","7"
"Oakland-Hayward-Berkeley MD","Metropolitan Area","2013","Annual","N","Final","1335900","1236500","99400","7.4"
"Oxnard-Thousand Oaks-Ventura MSA","Metropolitan Area","2013","Annual","N","Final","432300","397900","34500","8"
"Redding MSA","Metropolitan Area","2013","Annual","N","Final","75000","66100","9000","12"
"Riverside-San Bernardino-Ontario MSA","Metropolitan Area","2013","Annual","N","Final","1886600","1698700","188000","10"
"Sacramento--Roseville--Arden-Arcade MSA","Metropolitan Area","2013","Annual","N","Final","1042800","951300","91500","8.8"
"Salinas MSA","Metropolitan Area","2013","Annual","N","Final","215700","193200","22500","10.4"
"San Diego-Carlsbad MSA","Metropolitan Area","2013","Annual","N","Final","1537600","1415600","122000","7.9"
"San Francisco-Redwood City-South San Francisco MD","Metropolitan Area","2013","Annual","N","Final","930600","880000","50600","5.4"
"San Jose-Sunnyvale-Santa Clara MSA","Metropolitan Area","2013","Annual","N","Final","997000","930300","66700","6.7"
"San Luis Obispo-Paso Robles-Arroyo Grande MSA","Metropolitan Area","2013","Annual","N","Final","137700","128200","9500","6.9"
"San Rafael MD","Metropolitan Area","2013","Annual","N","Final","137800","130600","7200","5.2"
"Santa Cruz-Watsonville MSA","Metropolitan Area","2013","Annual","N","Final","141600","126900","14700","10.4"
"Santa Maria-Santa Barbara MSA","Metropolitan Area","2013","Annual","N","Final","216500","200700","15800","7.3"
"Santa Rosa MSA","Metropolitan Area","2013","Annual","N","Final","249000","231100","17900","7.2"
"Stockton-Lodi MSA","Metropolitan Area","2013","Annual","N","Final","312100","273300","38900","12.5"
"Vallejo-Fairfield MSA","Metropolitan Area","2013","Annual","N","Final","202300","183800","18600","9.2"
"Visalia-Porterville MSA","Metropolitan Area","2013","Annual","N","Final","200500","171300","29100","14.5"
"Yuba City MSA","Metropolitan Area","2013","Annual","N","Final","72800","62500","10400","14.2"
"Acton CDP","Sub-County Place","2013","Annual","N","Final","3000","2900","100","4.6"
"Adelanto city","Sub-County Place","2013","Annual","N","Final","8800","7400","1400","16.2"
"Agoura Hills city","Sub-County Place","2013","Annual","N","Final","11300","10400","900","8.1"
"Alameda city","Sub-County Place","2013","Annual","N","Final","40000","37500","2500","6.3"
"Alamo CDP","Sub-County Place","2013","Annual","N","Final","5500","5300","200","4.1"
"Albany city","Sub-County Place","2013","Annual","N","Final","9000","8600","400","4.4"
"Alhambra city","Sub-County Place","2013","Annual","N","Final","44100","41300","2800","6.4"
"Aliso Viejo city","Sub-County Place","2013","Annual","N","Final","28700","27200","1500","5.2"
"Alondra Park CDP","Sub-County Place","2013","Annual","N","Final","3900","3600","300","6.5"
"Alpaugh CDP","Sub-County Place","2013","Annual","N","Final","400","200","100","35.5"
"Alpine Village CDP","Sub-County Place","2013","Annual","N","Final","90","70","20","21.7"
"Altadena CDP","Sub-County Place","2013","Annual","N","Final","21300","19200","2100","9.9"
"Alta Sierra CDP","Sub-County Place","2013","Annual","N","Final","4030","3690","340","8.5"
"Alturas city","Sub-County Place","2013","Annual","N","Final","1080","860","220","20.3"
"Amador City city","Sub-County Place","2013","Annual","N","Final","100","90","10","12"
"American Canyon city","Sub-County Place","2013","Annual","N","Final","11700","10900","800","6.9"
"Anaheim city","Sub-County Place","2013","Annual","N","Final","168400","154200","14200","8.4"
"Anderson city","Sub-County Place","2013","Annual","N","Final","4300","3800","500","11.9"
"Angels City city","Sub-County Place","2013","Annual","N","Final","1500","1330","170","11.1"
"Angwin CDP","Sub-County Place","2013","Annual","N","Final","1700","1500","200","11.8"
"Antioch city","Sub-County Place","2013","Annual","N","Final","50000","44800","5200","10.4"
"Apple Valley town","Sub-County Place","2013","Annual","N","Final","27100","24200","2900","10.5"
"Aptos CDP","Sub-County Place","2013","Annual","N","Final","3400","3100","300","8.9"
"Aptos Hills Larkin Valley CDP","Sub-County Place","2013","Annual","N","Final","700","700","0","4.8"
"Arbuckle CDP","Sub-County Place","2013","Annual","N","Final","1710","1610","100","5.8"
"Arcadia city","Sub-County Place","2013","Annual","N","Final","27900","26300","1600","5.7"
"Arcata city","Sub-County Place","2013","Annual","N","Final","10500","9200","1400","12.9"
"Arden Arcade CDP","Sub-County Place","2013","Annual","N","Final","41000","36800","4200","10.2"
"Armona CDP","Sub-County Place","2013","Annual","N","Final","1800","1600","200","10.5"
"Arnold CDP","Sub-County Place","2013","Annual","N","Final","980","870","110","11.1"
"Aromas CDP (Monterey Co)","Sub-County Place","2013","Annual","N","Final","1800","1600","200","8.5"
"Arroyo Grande city","Sub-County Place","2013","Annual","N","Final","8900","8600","300","3.1"
"Artesia city","Sub-County Place","2013","Annual","N","Final","7800","6800","900","12.2"
"Arvin city","Sub-County Place","2013","Annual","N","Final","8100","6900","1200","15.1"
"Ashland CDP","Sub-County Place","2013","Annual","N","Final","11000","10000","1000","9.3"
"Atascadero city","Sub-County Place","2013","Annual","N","Final","14700","13900","800","5.7"
"Atherton town","Sub-County Place","2013","Annual","N","Final","3000","2800","100","3.8"
"Atwater city","Sub-County Place","2013","Annual","N","Final","12300","10400","2000","16.1"
"Auberry CDP","Sub-County Place","2013","Annual","N","Final","1100","900","100","10.6"
"Auburn city","Sub-County Place","2013","Annual","N","Final","5700","5300","400","7.2"
"August CDP","Sub-County Place","2013","Annual","N","Final","3300","3000","300","9"
"Avalon city","Sub-County Place","2013","Annual","N","Final","1900","1900","0","0"
"Avenal city","Sub-County Place","2013","Annual","N","Final","4100","3400","800","18.7"
"Avery CDP","Sub-County Place","2013","Annual","N","Final","200","120","80","39.7"
"Avocado Heights CDP","Sub-County Place","2013","Annual","N","Final","6700","6100","600","9.4"
"Azusa city","Sub-County Place","2013","Annual","N","Final","23100","21400","1700","7.4"
"Bakersfield city","Sub-County Place","2013","Annual","N","Final","178800","159700","19000","10.6"
"Baldwin Park city","Sub-County Place","2013","Annual","N","Final","35400","30800","4500","12.8"
"Banning city","Sub-County Place","2013","Annual","N","Final","10300","9400","900","8.9"
"Barstow city","Sub-County Place","2013","Annual","N","Final","8100","6900","1200","14.6"
"Bay Point CDP","Sub-County Place","2013","Annual","N","Final","11500","10100","1400","12.5"
"Beale AFB CDP","Sub-County Place","2013","Annual","N","Final","200","200","0","14.6"
"Bear Valley CDP","Sub-County Place","2013","Annual","N","Final","50","40","10","23.1"
"Bear Valley Springs CDP","Sub-County Place","2013","Annual","N","Final","1900","1800","0","1.8"
"Beaumont city","Sub-County Place","2013","Annual","N","Final","17600","16500","1100","6"
"Beckwourth CDP","Sub-County Place","2013","Annual","N","Final","150","150","0","0"
"Belden CDP","Sub-County Place","2013","Annual","N","Final","0","0","0","0"
"Bell city","Sub-County Place","2013","Annual","N","Final","15500","13400","2000","13.1"
"Bellflower city","Sub-County Place","2013","Annual","N","Final","35600","32300","3300","9.3"
"Bell Gardens city","Sub-County Place","2013","Annual","N","Final","18200","16200","2000","11.2"
"Belmont city","Sub-County Place","2013","Annual","N","Final","15400","14700","700","4.7"
"Benicia city","Sub-County Place","2013","Annual","N","Final","14400","13500","800","5.8"
"Ben Lomond CDP","Sub-County Place","2013","Annual","N","Final","4000","3400","500","12.9"
"Berkeley city","Sub-County Place","2013","Annual","N","Final","59500","56000","3500","5.9"
